fips,county_name,population,median_income,poverty_count,poverty_universe,poverty_rate
19037,"Chickasaw County, Iowa",11868,73421,827,11657,7.09
19039,"Clarke County, Iowa",9690,66821,1304,9479,13.76
19041,"Clay County, Iowa",16446,64082,1848,16133,11.45
19043,"Clayton County, Iowa",17069,62326,2294,16833,13.63
19045,"Clinton County, Iowa",46383,65177,5962,45382,13.14
19047,"Crawford County, Iowa",16289,65039,2635,16095,16.37
19049,"Dallas County, Iowa",104136,102349,6038,103581,5.83
19051,"Davis County, Iowa",9127,79505,647,9006,7.18
19053,"Decatur County, Iowa",7669,57146,1067,7015,15.21
19055,"Delaware County, Iowa",17549,76205,1368,17373,7.87
19057,"Des Moines County, Iowa",38597,60662,5354,37872,14.14
19059,"Dickinson County, Iowa",17844,74570,1103,17596,6.27
19061,"Dubuque County, Iowa",98948,75919,8982,95406,9.41
19063,"Emmet County, Iowa",9316,65181,904,8708,10.38
19065,"Fayette County, Iowa",19393,58764,2333,18717,12.46
19067,"Floyd County, Iowa",15502,64500,1742,15298,11.39
19069,"Franklin County, Iowa",9977,63648,1481,9832,15.06
19071,"Fremont County, Iowa",6570,73750,489,6443,7.59
19073,"Greene County, Iowa",8722,59159,897,8590,10.44
19075,"Grundy County, Iowa",12352,83617,786,12198,6.44
19077,"Guthrie County, Iowa",10646,79981,982,10517,9.34
19079,"Hamilton County, Iowa",14893,71750,1171,14657,7.99
19081,"Hancock County, Iowa",10718,70212,1272,10478,12.14
19083,"Hardin County, Iowa",16729,64906,1381,16031,8.61
19085,"Harrison County, Iowa",14645,77027,1079,14380,7.5
19087,"Henry County, Iowa",20228,64604,2248,18602,12.08
19089,"Howard County, Iowa",9459,67336,778,9260,8.4
19091,"Humboldt County, Iowa",9573,66994,1294,9455,13.69
19093,"Ida County, Iowa",6944,62841,701,6771,10.35
19095,"Iowa County, Iowa",16547,72185,1502,16298,9.22
19097,"Jackson County, Iowa",19429,71605,1977,19182,10.31
19099,"Jasper County, Iowa",37864,70128,2942,36053,8.16
19101,"Jefferson County, Iowa",15676,56824,2141,14711,14.55
19103,"Johnson County, Iowa",154881,74721,24608,146977,16.74
19105,"Jones County, Iowa",20799,73071,2038,19537,10.43
19107,"Keokuk County, Iowa",9964,60856,1175,9815,11.97
19109,"Kossuth County, Iowa",14610,65656,1383,14332,9.65
19111,"Lee County, Iowa",33175,59803,4151,31831,13.04
19113,"Linn County, Iowa",229463,76421,22106,224252,9.86
19115,"Louisa County, Iowa",10710,80223,1042,10559,9.87
19117,"Lucas County, Iowa",8685,67921,1415,8586,16.48
19119,"Lyon County, Iowa",12087,72881,634,11906,5.33
19121,"Madison County, Iowa",16760,89542,1127,16564,6.8
19123,"Mahaska County, Iowa",22045,69019,2527,21323,11.85
19125,"Marion County, Iowa",33551,78059,2248,31814,7.07
19127,"Marshall County, Iowa",39971,72785,4275,38631,11.07
19129,"Mills County, Iowa",14563,87810,989,14396,6.87
19131,"Mitchell County, Iowa",10548,68704,713,10344,6.89
19133,"Monona County, Iowa",8619,62944,943,8404,11.22
19135,"Monroe County, Iowa",7546,72518,676,7373,9.17
19137,"Montgomery County, Iowa",10254,63190,1201,10042,11.96
19139,"Muscatine County, Iowa",42735,69512,4858,42001,11.57
19141,"O'Brien County, Iowa",14103,68216,1910,13827,13.81
19143,"Osceola County, Iowa",6114,69138,981,6006,16.33
19145,"Page County, Iowa",15168,57752,1887,14054,13.43
19147,"Palo Alto County, Iowa",8902,68963,1002,8551,11.72
19149,"Plymouth County, Iowa",25699,81600,1712,25317,6.76
19151,"Pocahontas County, Iowa",7040,63423,599,6888,8.7
19153,"Polk County, Iowa",497441,81621,49165,488661,10.06
19155,"Pottawattamie County, Iowa",93407,71446,9885,90696,10.9
19157,"Poweshiek County, Iowa",18582,64837,1886,16978,11.11
19159,"Ringgold County, Iowa",4664,69821,403,4473,9.01
19161,"Sac County, Iowa",9759,70991,757,9566,7.91
19163,"Scott County, Iowa",174302,76363,19837,170336,11.65
19165,"Shelby County, Iowa",11757,67690,984,11531,8.53
19167,"Sioux County, Iowa",35984,84736,2172,33755,6.43
19169,"Story County, Iowa",98592,69006,16046,86298,18.59
19171,"Tama County, Iowa",16982,67955,2544,16572,15.35
19173,"Taylor County, Iowa",5901,67279,600,5794,10.36
19175,"Union County, Iowa",12038,56813,1480,11743,12.6
19177,"Van Buren County, Iowa",7236,60183,874,7151,12.22
19179,"Wapello County, Iowa",35265,60034,5743,34359,16.71
19181,"Warren County, Iowa",53484,92990,2767,51715,5.35
19183,"Washington County, Iowa",22539,71339,1876,22122,8.48
19185,"Wayne County, Iowa",6518,59118,961,6399,15.02
19187,"Webster County, Iowa",36848,68054,3994,34068,11.72
19189,"Winnebago County, Iowa",10648,63719,988,10050,9.83
19191,"Winneshiek County, Iowa",19972,75652,1426,18073,7.89
19193,"Woodbury County, Iowa",105760,70147,13739,103024,13.34
19195,"Worth County, Iowa",7380,76875,532,7279,7.31
19197,"Wright County, Iowa",12817,64033,1867,12657,14.75
20001,"Allen County, Kansas",12491,57618,1578,12035,13.11
20003,"Anderson County, Kansas",7819,64925,840,7704,10.9
20005,"Atchison County, Kansas",16211,62164,1871,14644,12.78
20007,"Barber County, Kansas",4153,57615,716,4058,17.64
20009,"Barton County, Kansas",25275,56733,3640,24698,14.74
20011,"Bourbon County, Kansas",14384,67555,1649,14002,11.78
20013,"Brown County, Kansas",9415,58886,1303,9170,14.21
20015,"Butler County, Kansas",67916,80375,5845,64697,9.03
20017,"Chase County, Kansas",2579,54518,258,2458,10.5
20019,"Chautauqua County, Kansas",3370,54592,560,3320,16.87
20021,"Cherokee County, Kansas",19236,58274,2476,18963,13.06
20023,"Cheyenne County, Kansas",2628,55765,451,2590,17.41
20025,"Clark County, Kansas",1987,65515,178,1884,9.45
20027,"Clay County, Kansas",8071,63136,1018,7876,12.93
20029,"Cloud County, Kansas",8973,57333,863,8497,10.16
20031,"Coffey County, Kansas",8304,67377,782,8183,9.56
20033,"Comanche County, Kansas",1685,49417,181,1619,11.18
20035,"Cowley County, Kansas",34487,58263,4455,32150,13.86
20037,"Crawford County, Kansas",38963,50311,7727,37152,20.8
20039,"Decatur County, Kansas",2746,52030,345,2662,12.96
20041,"Dickinson County, Kansas",18423,67982,1592,18043,8.82
20043,"Doniphan County, Kansas",7492,72833,662,6755,9.8
20045,"Douglas County, Kansas",119547,68756,16894,111114,15.2
20047,"Edwards County, Kansas",2817,53792,453,2758,16.42
20049,"Elk County, Kansas",2464,56087,410,2452,16.72
20051,"Ellis County, Kansas",28870,59889,4873,27478,17.73
20053,"Ellsworth County, Kansas",6366,66792,453,5360,8.45
20055,"Finney County, Kansas",38001,72437,4351,37216,11.69
20057,"Ford County, Kansas",34133,70495,4769,33177,14.37
20059,"Franklin County, Kansas",25994,72142,2444,25339,9.65
20061,"Geary County, Kansas",35895,57344,6709,34821,19.27
20063,"Gove County, Kansas",2796,63203,112,2743,4.08
20065,"Graham County, Kansas",2406,52909,267,2371,11.26
20067,"Grant County, Kansas",7284,72484,390,7194,5.42
20069,"Gray County, Kansas",5696,77885,383,5514,6.95
20071,"Greeley County, Kansas",1296,78819,127,1270,10.0
20073,"Greenwood County, Kansas",5956,58276,873,5872,14.87
20075,"Hamilton County, Kansas",2485,61929,92,2475,3.72
20077,"Harper County, Kansas",5446,55417,812,5315,15.28
20079,"Harvey County, Kansas",33823,73269,2592,32564,7.96
20081,"Haskell County, Kansas",3695,69138,387,3598,10.76
20083,"Hodgeman County, Kansas",1676,63125,99,1638,6.04
20085,"Jackson County, Kansas",13277,72703,1190,13092,9.09
20087,"Jefferson County, Kansas",18391,77393,1147,18160,6.32
20089,"Jewell County, Kansas",2909,52344,369,2879,12.82
20091,"Johnson County, Kansas",614764,107261,32476,608815,5.33
20093,"Kearny County, Kansas",3910,74135,232,3826,6.06
20095,"Kingman County, Kansas",7284,59819,670,7146,9.38
20097,"Kiowa County, Kansas",2422,73214,125,2209,5.66
20099,"Labette County, Kansas",19949,55439,3117,19391,16.07
20101,"Lane County, Kansas",1497,53042,121,1490,8.12
20103,"Leavenworth County, Kansas",82493,86906,6671,77206,8.64
20105,"Lincoln County, Kansas",2924,53546,341,2873,11.87
20107,"Linn County, Kansas",9723,59200,1024,9587,10.68
20109,"Logan County, Kansas",2720,71389,355,2691,13.19
20111,"Lyon County, Kansas",32145,59078,4712,31087,15.16
20113,"McPherson County, Kansas",30130,77701,2579,28381,9.09
20115,"Marion County, Kansas",11795,63438,1104,11006,10.03
20117,"Marshall County, Kansas",10001,70828,913,9756,9.36
20119,"Meade County, Kansas",3949,74868,255,3852,6.62
20121,"Miami County, Kansas",34625,88000,2267,34006,6.67
20123,"Mitchell County, Kansas",5767,58233,702,5628,12.47
20125,"Montgomery County, Kansas",31143,53242,4911,30162,16.28
20127,"Morris County, Kansas",5388,56716,677,5301,12.77
20129,"Morton County, Kansas",2647,65625,381,2578,14.78
20131,"Nemaha County, Kansas",10213,77375,764,9896,7.72
20133,"Neosho County, Kansas",15715,55704,2340,15190,15.4
20135,"Ness County, Kansas",2659,66107,296,2595,11.41
20137,"Norton County, Kansas",5392,50305,375,4397,8.53
20139,"Osage County, Kansas",15780,70216,1709,15538,11.0
20141,"Osborne County, Kansas",3473,59408,419,3364,12.46
20143,"Ottawa County, Kansas",5782,76755,685,5654,12.12
20145,"Pawnee County, Kansas",6220,63625,608,5417,11.22
20147,"Phillips County, Kansas",4874,61235,661,4775,13.84
20149,"Pottawatomie County, Kansas",25808,87694,1810,25453,7.11
20151,"Pratt County, Kansas",9120,64348,813,8514,9.55
20153,"Rawlins County, Kansas",2533,65000,252,2497,10.09
20155,"Reno County, Kansas",61693,60498,7252,58310,12.44
20157,"Republic County, Kansas",4662,53611,665,4557,14.59
20159,"Rice County, Kansas",9389,63947,644,8747,7.36
20161,"Riley County, Kansas",71710,59560,13499,61260,22.04
20163,"Rooks County, Kansas",4869,61596,247,4645,5.32
20165,"Rush County, Kansas",2957,60288,329,2881,11.42
20167,"Russell County, Kansas",6717,53902,1004,6541,15.35
20169,"Saline County, Kansas",53801,63316,6457,52312,12.34
20171,"Scott County, Kansas",5071,67788,436,4933,8.84
20173,"Sedgwick County, Kansas",524810,67675,72477,516113,14.04
20175,"Seward County, Kansas",21640,62269,2762,21283,12.98
20177,"Shawnee County, Kansas",178315,66043,21495,173782,12.37
20179,"Sheridan County, Kansas",2442,70000,252,2414,10.44
20181,"Sherman County, Kansas",5919,64444,557,5554,10.03
20183,"Smith County, Kansas",3579,57024,275,3509,7.84
20185,"Stafford County, Kansas",4004,63786,422,3903,10.81
20187,"Stanton County, Kansas",2018,70361,256,1988,12.88
20189,"Stevens County, Kansas",5212,61909,780,5104,15.28
20191,"Sumner County, Kansas",22386,60348,2351,21860,10.75
20193,"Thomas County, Kansas",7913,73575,516,7488,6.89
20195,"Trego County, Kansas",2778,73375,149,2704,5.51
20197,"Wabaunsee County, Kansas",6961,70536,480,6804,7.05
20199,"Wallace County, Kansas",1459,60263,184,1435,12.82
20201,"Washington County, Kansas",5519,62452,440,5420,8.12
20203,"Wichita County, Kansas",2115,71282,342,2096,16.32
20205,"Wilson County, Kansas",8559,57056,1331,8429,15.79
20207,"Woodson County, Kansas",3118,48152,379,3079,12.31
20209,"Wyandotte County, Kansas",167277,60582,28943,165387,17.5
21001,"Adair County, Kentucky",19016,50316,3208,17779,18.04
21003,"Allen County, Kentucky",21029,59029,3120,20743,15.04
21005,"Anderson County, Kentucky",24098,71747,2981,23910,12.47
21007,"Ballard County, Kentucky",7678,64740,1037,7529,13.77
21009,"Barren County, Kentucky",44670,49171,9207,43745,21.05
21011,"Bath County, Kentucky",12812,54128,2974,12678,23.46
21013,"Bell County, Kentucky",23878,32403,6268,23125,27.1
21015,"Boone County, Kentucky",137676,94752,8997,136365,6.6
21017,"Bourbon County, Kentucky",20174,56322,2724,19930,13.67
21019,"Boyd County, Kentucky",48043,60659,8154,46017,17.72
21021,"Boyle County, Kentucky",30708,61635,3946,27779,14.2
21023,"Bracken County, Kentucky",8427,59521,1675,8330,20.11
21025,"Breathitt County, Kentucky",13438,41101,3726,13230,28.16
21027,"Breckinridge County, Kentucky",20722,53673,4331,20315,21.32
21029,"Bullitt County, Kentucky",83209,77640,7882,82721,9.53
21031,"Butler County, Kentucky",12373,52003,2230,12003,18.58
21033,"Caldwell County, Kentucky",12631,57618,1731,12483,13.87
21035,"Calloway County, Kentucky",37882,51854,6012,34876,17.24
21037,"Campbell County, Kentucky",93193,77271,9728,90476,10.75
21039,"Carlisle County, Kentucky",4763,62019,783,4697,16.67
21041,"Carroll County, Kentucky",10878,57753,2001,10589,18.9
21043,"Carter County, Kentucky",26515,50389,5058,25851,19.57
21045,"Casey County, Kentucky",15951,41689,3791,15511,24.44
21047,"Christian County, Kentucky",72599,54190,11580,67254,17.22
21049,"Clark County, Kentucky",37004,67824,4696,36281,12.94
21051,"Clay County, Kentucky",20105,39607,5887,18533,31.76
21053,"Clinton County, Kentucky",9240,42168,1674,9090,18.42
21055,"Crittenden County, Kentucky",8972,47003,1578,8718,18.1
21057,"Cumberland County, Kentucky",5948,39662,1987,5862,33.9
21059,"Daviess County, Kentucky",103195,65323,15314,100445,15.25
21061,"Edmonson County, Kentucky",12243,54512,2030,12065,16.83
21063,"Elliott County, Kentucky",7336,40074,1659,6108,27.16
21065,"Estill County, Kentucky",14079,43905,3064,13950,21.96
21067,"Fayette County, Kentucky",321122,67631,48466,309022,15.68
21069,"Fleming County, Kentucky",15221,49663,3480,15176,22.93
21071,"Floyd County, Kentucky",35342,41582,9177,34500,26.6
21073,"Franklin County, Kentucky",51563,66470,6683,49821,13.41
21075,"Fulton County, Kentucky",6440,36834,1509,5874,25.69
21077,"Gallatin County, Kentucky",8749,62247,1245,8629,14.43
21079,"Garrard County, Kentucky",17346,62572,2922,17111,17.08
21081,"Grant County, Kentucky",25238,67940,3045,24806,12.28
21083,"Graves County, Kentucky",36612,50576,7406,36089,20.52
21085,"Grayson County, Kentucky",26586,49893,5027,26050,19.3
21087,"Green County, Kentucky",11278,41087,2384,11097,21.48
21089,"Greenup County, Kentucky",35639,59613,5292,35041,15.1
21091,"Hancock County, Kentucky",9032,66836,1409,8872,15.88
21093,"Hardin County, Kentucky",111452,67608,12623,108209,11.67
21095,"Harlan County, Kentucky",26185,37198,6930,25446,27.23
21097,"Harrison County, Kentucky",18971,63205,3039,18562,16.37
21099,"Hart County, Kentucky",19470,49653,4022,18953,21.22
21101,"Henderson County, Kentucky",44493,58239,6734,43597,15.45
21103,"Henry County, Kentucky",15774,60736,2602,15667,16.61
21105,"Hickman County, Kentucky",4470,63750,893,4289,20.82
21107,"Hopkins County, Kentucky",45143,57610,8405,43865,19.16
21109,"Jackson County, Kentucky",13003,41410,2945,12793,23.02
21111,"Jefferson County, Kentucky",777392,67849,110819,762894,14.53
21113,"Jessamine County, Kentucky",53792,74886,5480,52202,10.5
21115,"Johnson County, Kentucky",22464,43014,5116,21895,23.37
21117,"Kenton County, Kentucky",169817,79421,20065,168126,11.93
21119,"Knott County, Kentucky",14046,37736,3511,13545,25.92
21121,"Knox County, Kentucky",30034,33153,10761,29295,36.73
21123,"Larue County, Kentucky",15028,67770,2789,14765,18.89
21125,"Laurel County, Kentucky",62731,56999,13047,61218,21.31
21127,"Lawrence County, Kentucky",16171,45584,3529,16055,21.98
21129,"Lee County, Kentucky",7375,34182,1876,6498,28.87
21131,"Leslie County, Kentucky",10261,40176,2701,9895,27.3
21133,"Letcher County, Kentucky",21146,40501,5539,20698,26.76
21135,"Lewis County, Kentucky",13028,41632,2915,12886,22.62
21137,"Lincoln County, Kentucky",24415,50862,4459,24051,18.54
21139,"Livingston County, Kentucky",8941,59713,1677,8876,18.89
21141,"Logan County, Kentucky",27731,61535,3839,27353,14.04
21143,"Lyon County, Kentucky",8831,64464,778,7314,10.64
21145,"McCracken County, Kentucky",67584,62385,10173,66346,15.33
21147,"McCreary County, Kentucky",16905,37355,5358,15246,35.14
21149,"McLean County, Kentucky",9127,70549,840,9046,9.29
21151,"Madison County, Kentucky",94064,62407,13938,88155,15.81
21153,"Magoffin County, Kentucky",11495,33632,3775,11309,33.38
21155,"Marion County, Kentucky",19680,55404,3665,18792,19.5
21157,"Marshall County, Kentucky",31728,63611,4148,30945,13.4
21159,"Martin County, Kentucky",11181,46185,2862,9793,29.22
21161,"Mason County, Kentucky",16995,51473,3073,16720,18.38
21163,"Meade County, Kentucky",30032,70163,4091,29777,13.74
21165,"Menifee County, Kentucky",6203,44672,1730,6143,28.16
21167,"Mercer County, Kentucky",22824,63115,2557,22528,11.35
21169,"Metcalfe County, Kentucky",10372,48572,2634,10265,25.66
21171,"Monroe County, Kentucky",11318,49430,2484,11175,22.23
21173,"Montgomery County, Kentucky",28271,57468,4229,27744,15.24
21175,"Morgan County, Kentucky",13938,47493,2224,12216,18.21
21177,"Muhlenberg County, Kentucky",30712,52672,5250,29526,17.78
21179,"Nelson County, Kentucky",47102,67888,4512,46478,9.71
21181,"Nicholas County, Kentucky",7655,53616,1396,7536,18.52
21183,"Ohio County, Kentucky",23704,54369,3023,23130,13.07
21185,"Oldham County, Kentucky",68600,121491,2561,64659,3.96
21187,"Owen County, Kentucky",11270,59706,1913,11152,17.15
21189,"Owsley County, Kentucky",4021,31064,960,3862,24.86
21191,"Pendleton County, Kentucky",14683,66601,2061,14381,14.33
21193,"Perry County, Kentucky",27847,45261,6894,27002,25.53
21195,"Pike County, Kentucky",57466,42179,14081,56222,25.05
21197,"Powell County, Kentucky",13057,39811,2755,12667,21.75
21199,"Pulaski County, Kentucky",65503,50943,13006,64162,20.27
21201,"Robertson County, Kentucky",2239,52337,573,2090,27.42
21203,"Rockcastle County, Kentucky",16144,48367,3824,15689,24.37
21205,"Rowan County, Kentucky",24525,53657,5308,21649,24.52
21207,"Russell County, Kentucky",18117,50520,4142,17670,23.44
21209,"Scott County, Kentucky",58269,83660,5933,56821,10.44
21211,"Shelby County, Kentucky",48599,82671,4066,47202,8.61
21213,"Simpson County, Kentucky",19786,57392,2914,19275,15.12
21215,"Spencer County, Kentucky",19875,98333,1450,19643,7.38
21217,"Taylor County, Kentucky",26205,61871,4156,24985,16.63
21219,"Todd County, Kentucky",12330,57759,2618,12088,21.66
21221,"Trigg County, Kentucky",14211,54630,2888,14137,20.43
21223,"Trimble County, Kentucky",8531,67813,1107,8409,13.16
21225,"Union County, Kentucky",13379,60989,2281,13118,17.39
21227,"Warren County, Kentucky",137549,64801,22098,131590,16.79
21229,"Washington County, Kentucky",12091,59762,1489,11841,12.57
21231,"Wayne County, Kentucky",19592,41933,4690,19287,24.32
21233,"Webster County, Kentucky",12873,58786,1746,12558,13.9
21235,"Whitley County, Kentucky",36755,41719,8772,35013,25.05
21237,"Wolfe County, Kentucky",6484,29052,2404,6311,38.09
21239,"Woodford County, Kentucky",27017,80006,2656,26440,10.05
22001,"Acadia Parish, Louisiana",57218,45266,13750,56402,24.38
22003,"Allen Parish, Louisiana",22552,51138,3849,18853,20.42
22005,"Ascension Parish, Louisiana",128593,92266,13182,127537,10.34
22007,"Assumption Parish, Louisiana",20720,52546,2861,20581,13.9
22009,"Avoyelles Parish, Louisiana",39176,39439,9875,36094,27.36
22011,"Beauregard Parish, Louisiana",36646,64995,5040,35636,14.14
22013,"Bienville Parish, Louisiana",12769,34992,4002,12457,32.13
22015,"Bossier Parish, Louisiana",129134,66336,20762,126443,16.42
22017,"Caddo Parish, Louisiana",232973,50067,50837,228007,22.3
22019,"Calcasieu Parish, Louisiana",208668,67849,36643,205650,17.82
22021,"Caldwell Parish, Louisiana",9563,44957,2351,9261,25.39
22023,"Cameron Parish, Louisiana",5222,72500,327,5178,6.32
22025,"Catahoula Parish, Louisiana",8738,47753,2117,7543,28.07
22027,"Claiborne Parish, Louisiana",14019,31784,4223,12061,35.01
22029,"Concordia Parish, Louisiana",18325,37349,5926,17040,34.78
22031,"De Soto Parish, Louisiana",26897,46077,5815,26680,21.8
22033,"East Baton Rouge Parish, Louisiana",452821,63075,81374,438536,18.56
22035,"East Carroll Parish, Louisiana",7195,28321,1941,5438,35.69
22037,"East Feliciana Parish, Louisiana",19378,72899,2248,16605,13.54
22039,"Evangeline Parish, Louisiana",32162,42273,7022,30592,22.95
22041,"Franklin Parish, Louisiana",19590,44103,4765,18585,25.64
22043,"Grant Parish, Louisiana",22123,61112,3033,18807,16.13
22045,"Iberia Parish, Louisiana",69194,57811,15483,68392,22.64
22047,"Iberville Parish, Louisiana",29950,57459,4208,27067,15.55
22049,"Jackson Parish, Louisiana",14939,43345,3426,14077,24.34
22051,"Jefferson Parish, Louisiana",432484,65246,69819,428843,16.28
22053,"Jefferson Davis Parish, Louisiana",32083,56500,5586,31403,17.79
22055,"Lafayette Parish, Louisiana",245075,67660,41954,240785,17.42
22057,"Lafourche Parish, Louisiana",96670,63439,16947,94201,17.99
22059,"LaSalle Parish, Louisiana",14804,67077,2126,13750,15.46
22061,"Lincoln Parish, Louisiana",48160,38035,13415,43755,30.66
22063,"Livingston Parish, Louisiana",145583,78617,18935,144217,13.13
22065,"Madison Parish, Louisiana",9757,37267,3083,8405,36.68
22067,"Morehouse Parish, Louisiana",24967,36981,7368,24016,30.68
22069,"Natchitoches Parish, Louisiana",37047,46798,8377,34737,24.12
22071,"Orleans Parish, Louisiana",376035,55339,82338,363814,22.63
22073,"Ouachita Parish, Louisiana",158916,51241,36927,153616,24.04
22075,"Plaquemines Parish, Louisiana",23070,82874,3024,22629,13.36
22077,"Pointe Coupee Parish, Louisiana",20438,59351,3598,20230,17.79
22079,"Rapides Parish, Louisiana",128470,55946,23749,125358,18.94
22081,"Red River Parish, Louisiana",7529,44539,2121,7218,29.38
22083,"Richland Parish, Louisiana",19908,52960,4462,18961,23.53
22085,"Sabine Parish, Louisiana",22085,52047,4930,21721,22.7
22087,"St. Bernard Parish, Louisiana",44172,57638,9906,43805,22.61
22089,"St. Charles Parish, Louisiana",51863,82172,5047,51317,9.83
22091,"St. Helena Parish, Louisiana",10849,50193,3218,10725,30.0
22093,"St. James Parish, Louisiana",19797,64536,2057,19615,10.49
22095,"St. John the Baptist Parish, Louisiana",41342,67418,5146,40904,12.58
22097,"St. Landry Parish, Louisiana",82128,45637,19321,80548,23.99
22099,"St. Martin Parish, Louisiana",51559,53394,8461,51085,16.56
22101,"St. Mary Parish, Louisiana",48455,51768,10553,47806,22.07
22103,"St. Tammany Parish, Louisiana",269331,79277,32413,266028,12.18
22105,"Tangipahoa Parish, Louisiana",135218,57256,25465,131063,19.43
22107,"Tensas Parish, Louisiana",3992,36074,1255,3821,32.84
22109,"Terrebonne Parish, Louisiana",107362,64819,17391,105693,16.45
22111,"Union Parish, Louisiana",20914,45743,5806,20301,28.6
22113,"Vermilion Parish, Louisiana",57031,57537,10823,56377,19.2
22115,"Vernon Parish, Louisiana",47764,58281,8409,46024,18.27
22117,"Washington Parish, Louisiana",45238,42776,10493,43370,24.19
22119,"Webster Parish, Louisiana",36189,37396,9462,35239,26.85
22121,"West Baton Rouge Parish, Louisiana",27666,87320,4298,26905,15.97
22123,"West Carroll Parish, Louisiana",9622,48514,1473,9360,15.74
22125,"West Feliciana Parish, Louisiana",15381,74277,1328,11452,11.6
22127,"Winn Parish, Louisiana",13506,46368,2625,11920,22.02
23001,"Androscoggin County, Maine",112323,67298,14060,108293,12.98
23003,"Aroostook County, Maine",67227,54254,9423,65298,14.43
23005,"Cumberland County, Maine",305940,92983,20956,296707,7.06
23007,"Franklin County, Maine",30145,58522,3403,28908,11.77
23009,"Hancock County, Maine",56084,69630,5591,54683,10.22
23011,"Kennebec County, Maine",125614,65062,14969,121516,12.32
23013,"Knox County, Maine",40860,71903,3424,39094,8.76
23015,"Lincoln County, Maine",35840,72026,2985,35134,8.5
23017,"Oxford County, Maine",58728,57933,8187,57725,14.18
23019,"Penobscot County, Maine",153571,63248,19846,146494,13.55
23021,"Piscataquis County, Maine",17125,55234,2761,16723,16.51
23023,"Sagadahoc County, Maine",37093,82080,4086,36671,11.14
23025,"Somerset County, Maine",50852,56199,7756,49843,15.56
23027,"Waldo County, Maine",40006,68441,4992,39150,12.75
23029,"Washington County, Maine",31261,52237,5396,30299,17.81
23031,"York County, Maine",214731,82904,16428,211533,7.77
24001,"Allegany County, Maryland",67762,57393,10541,61164,17.23
24003,"Anne Arundel County, Maryland",590936,120324,31842,580311,5.49
24005,"Baltimore County, Maryland",849586,90904,83082,829887,10.01
24009,"Calvert County, Maryland",93791,132059,3758,93318,4.03
24011,"Caroline County, Maryland",33406,66368,4064,32889,12.36
24013,"Carroll County, Maryland",174318,115876,9065,170501,5.32
24015,"Cecil County, Maryland",104366,91146,11202,102873,10.89
24017,"Charles County, Maryland",168710,120592,11077,167385,6.62
24019,"Dorchester County, Maryland",32612,60495,5225,32145,16.25
24021,"Frederick County, Maryland",280341,120458,17361,275866,6.29
24023,"Garrett County, Maryland",28713,69031,3073,28016,10.97
24025,"Harford County, Maryland",262509,111317,18271,260965,7.0
24027,"Howard County, Maryland",333916,146982,16915,330837,5.11
24029,"Kent County, Maryland",19265,74402,1698,17792,9.54
24031,"Montgomery County, Maryland",1057586,128733,74198,1048440,7.08
24033,"Prince George's County, Maryland",955584,100708,95468,933273,10.23
24035,"Queen Anne's County, Maryland",50951,113347,3518,50501,6.97
24037,"St. Mary's County, Maryland",114372,114580,8344,112006,7.45
24039,"Somerset County, Maryland",24685,52462,3963,19699,20.12
24041,"Talbot County, Maryland",37707,84378,3799,37241,10.2
24043,"Washington County, Maryland",155033,74157,18367,147463,12.46
24045,"Wicomico County, Maryland",104117,72861,13995,100267,13.96
24047,"Worcester County, Maryland",53279,81455,4263,52574,8.11
24510,"Baltimore city, Maryland",577193,59623,111877,557089,20.08
25001,"Barnstable County, Massachusetts",230073,94452,16909,227483,7.43
25003,"Berkshire County, Massachusetts",128047,72565,13481,122620,10.99
25005,"Bristol County, Massachusetts",578436,84198,65846,565411,11.65
25007,"Dukes County, Massachusetts",20751,102348,1102,20486,5.38
25009,"Essex County, Massachusetts",807258,99431,74235,791577,9.38
25011,"Franklin County, Massachusetts",70922,72584,8508,69982,12.16
25013,"Hampden County, Massachusetts",462853,70535,70787,450453,15.71
25015,"Hampshire County, Massachusetts",156595,86391,14750,135322,10.9
25017,"Middlesex County, Massachusetts",1622896,126779,118146,1571906,7.52
25019,"Nantucket County, Massachusetts",14299,119750,428,14146,3.03
25021,"Norfolk County, Massachusetts",724540,126497,46980,708741,6.63
25023,"Plymouth County, Massachusetts",531889,109698,36987,521755,7.09
25025,"Suffolk County, Massachusetts",782172,92859,121929,740898,16.46
25027,"Worcester County, Massachusetts",861664,93561,86428,836461,10.33
26001,"Alcona County, Michigan",10310,53568,1463,10198,14.35
26003,"Alger County, Michigan",8813,59406,794,7765,10.23
26005,"Allegan County, Michigan",120913,80255,11186,119842,9.33
26007,"Alpena County, Michigan",28908,51909,4815,28360,16.98
26009,"Antrim County, Michigan",23876,71421,2239,23694,9.45
26011,"Arenac County, Michigan",15054,56989,1996,14886,13.41
26013,"Baraga County, Michigan",8249,55117,973,7201,13.51
26015,"Barry County, Michigan",62982,77873,5087,62462,8.14
26017,"Bay County, Michigan",103235,60523,14358,102335,14.03
26019,"Benzie County, Michigan",18177,72603,1824,17926,10.18
26021,"Berrien County, Michigan",153411,63152,22818,150605,15.15
26023,"Branch County, Michigan",44914,61958,6607,42873,15.41
26025,"Calhoun County, Michigan",133846,60385,18521,130458,14.2
26027,"Cass County, Michigan",51606,68011,6752,51186,13.19
26029,"Charlevoix County, Michigan",26143,76495,2239,25831,8.67
26031,"Cheboygan County, Michigan",25778,61619,3253,25491,12.76
26033,"Chippewa County, Michigan",36448,60631,5077,32515,15.61
